state,year,quarter,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
South Dakota,1991,3,421.62,7575228.0,426.19,7828988.0,-4.57,-253760.0,4.57,253760.0
Missouri,1997,4,327.68,5.9754752E7,332.25,6.0013957E7,-4.57,-259205.0,4.57,259205.0
District of Columbia,2024,3,325.59,2.7871777E7,321.02,2.719737E7,4.57,674407.0,4.57,674407.0
Tennessee,2000,4,309.45,6.8009494E7,304.88,6.5851627E7,4.57,2157867.0,4.57,2157867.0
Wisconsin,2009,3,391.1,1.02847447E8,395.67,9.7341151E7,-4.57,5506296.0,4.57,5506296.0
Mississippi,1998,1,328.44,4.3458123E7,333.01,4.5865954E7,-4.57,-2407831.0,4.57,2407831.0
North Carolina,1989,1,329.72,5.1543381E7,334.28,5.0709901E7,-4.56,833480.0,4.56,833480.0
Illinois,2014,3,350.67,3.65140263E8,355.23,3.63745339E8,-4.56,1394924.0,4.56,1394924.0
Kentucky,2009,1,374.84,1.16335978E8,370.29,1.11659563E8,4.55,4676415.0,4.55,4676415.0
Oklahoma,2010,2,443.23,1.12616135E8,447.78,1.1048952E8,-4.55,2126615.0,4.55,2126615.0
Colorado,2002,1,320.54,2.5503656E7,315.99,2.3860817E7,4.55,1642839.0,4.55,1642839.0
Iowa,1997,1,315.55,2.1815424E7,320.1,2.2530579E7,-4.55,-715155.0,4.55,715155.0
Massachusetts,2020,1,268.93,1.2576292E8,264.38,1.2061134E8,4.55,5151580.0,4.55,5151580.0
Washington,2017,2,289.03,1.50072904E8,293.58,1.54228812E8,-4.55,-4155908.0,4.55,4155908.0
Wyoming,2007,3,347.92,3237328.0,352.46,3331911.0,-4.54,-94583.0,4.54,94583.0
New Hampshire,2005,3,275.26,7094965.0,279.8,7146068.0,-4.54,-51103.0,4.54,51103.0
Missouri,1991,3,392.83,7.759812E7,397.37,7.6846627E7,-4.54,751493.0,4.54,751493.0
Montana,1989,2,375.6,8131372.0,380.14,8257604.0,-4.54,-126232.0,4.54,126232.0
New York,2008,3,302.95,3.29732404E8,307.49,3.24563085E8,-4.54,5169319.0,4.54,5169319.0
Ohio,1998,4,297.29,8.9897849E7,292.76,9.1546343E7,4.53,-1648494.0,4.53,1648494.0
Mississippi,2025,2,365.73,6.4963238E7,370.26,6.6867833E7,-4.53,-1904595.0,4.53,1904595.0
Louisiana,1994,2,421.95,1.16689333E8,426.47,1.19300718E8,-4.52,-2611385.0,4.52,2611385.0
Michigan,1989,3,294.99,1.07313004E8,299.51,1.09869024E8,-4.52,-2556020.0,4.52,2556020.0
North Carolina,2010,2,420.47,2.57753974E8,424.99,2.54531095E8,-4.52,3222879.0,4.52,3222879.0
Oklahoma,1990,1,376.96,4.0078311E7,381.48,3.8957014E7,-4.52,1121297.0,4.52,1121297.0
Colorado,2013,3,409.1,9.4568454E7,413.62,9.6199394E7,-4.52,-1630940.0,4.52,1630940.0
Maine,2006,1,279.11,2.2885608E7,283.63,2.3036635E7,-4.52,-151027.0,4.52,151027.0
Indiana,2000,4,327.7,4.4930633E7,332.22,4.3469043E7,-4.52,1461590.0,4.52,1461590.0
Nebraska,2017,1,338.84,2.703929E7,343.36,2.7346455E7,-4.52,-307165.0,4.52,307165.0
Kansas,1992,2,378.99,2.611252E7,383.5,2.5946484E7,-4.51,166036.0,4.51,166036.0
West Virginia,2005,1,319.97,3.6493368E7,324.48,3.6527495E7,-4.51,-34127.0,4.51,34127.0
Tennessee,2024,3,400.71,1.46850665E8,396.2,1.39864055E8,4.51,6986610.0,4.51,6986610.0
Colorado,1995,3,366.76,3.677399E7,371.27,3.811008E7,-4.51,-1336090.0,4.51,1336090.0
Iowa,1991,3,345.56,2.5031368E7,341.05,2.4933353E7,4.51,98015.0,4.51,98015.0
Delaware,1993,2,405.45,8863244.0,409.95,8863463.0,-4.5,-219.0,4.5,219.0
Delaware,2012,1,385.2,2.6942328E7,389.7,2.668072E7,-4.5,261608.0,4.5,261608.0
Louisiana,2010,2,448.93,1.59733795E8,453.43,1.56949119E8,-4.5,2784676.0,4.5,2784676.0
North Carolina,1996,2,330.43,8.4223223E7,334.93,8.6795201E7,-4.5,-2571978.0,4.5,2571978.0
Kentucky,2003,4,345.57,7.7342289E7,341.07,7.5087382E7,4.5,2254907.0,4.5,2254907.0
New York,1996,3,354.14,3.43270168E8,358.64,3.53743266E8,-4.5,-1.0473098E7,4.5,1.0473098E7
Oklahoma,1998,1,325.26,3.9408826E7,329.76,4.0169824E7,-4.5,-760998.0,4.5,760998.0
Iowa,1992,3,356.41,2.7000869E7,360.91,2.799209E7,-4.5,-991221.0,4.5,991221.0
Virginia,2009,3,420.57,1.37128845E8,425.07,1.29659543E8,-4.5,7469302.0,4.5,7469302.0
West Virginia,1996,2,361.16,4.3561204E7,365.65,4.4843544E7,-4.49,-1282340.0,4.49,1282340.0
Missouri,2015,2,356.69,1.42316703E8,361.18,1.44240263E8,-4.49,-1923560.0,4.49,1923560.0
Virgin Islands,2010,3,645.49,5553455.0,649.98,5337302.0,-4.49,216153.0,4.49,216153.0
Mississippi,2001,1,338.28,3.8181309E7,333.79,3.8593538E7,4.49,-412229.0,4.49,412229.0
Kentucky,1993,3,390.54,7.7273754E7,395.02,7.9615936E7,-4.48,-2342182.0,4.48,2342182.0
Arkansas,1992,4,379.58,3.9949243E7,384.06,3.9623291E7,-4.48,325952.0,4.48,325952.0
Wisconsin,1991,1,412.48,4.1506024E7,416.96,4.0047798E7,-4.48,1458226.0,4.48,1458226.0
Mississippi,2021,2,545.72,1.10778477E8,541.24,1.09963144E8,4.48,815333.0,4.48,815333.0
Arizona,2009,1,418.57,1.35288133E8,423.04,1.26636736E8,-4.47,8651397.0,4.47,8651397.0
New Hampshire,2020,1,236.81,9054260.0,241.28,9312251.0,-4.47,-257991.0,4.47,257991.0
Washington,2011,3,350.31,1.96746906E8,354.78,1.95110441E8,-4.47,1636465.0,4.47,1636465.0
Mississippi,1999,1,330.79,3.8242827E7,335.26,4.0472328E7,-4.47,-2229501.0,4.47,2229501.0
Arizona,2016,4,366.01,1.55951158E8,370.47,1.58297636E8,-4.46,-2346478.0,4.46,2346478.0
District of Columbia,2009,1,330.45,1.8371285E7,334.91,1.7962539E7,-4.46,408746.0,4.46,408746.0
New Mexico,2025,2,330.59,8.2033698E7,335.05,8.4756162E7,-4.46,-2722464.0,4.46,2722464.0
Minnesota,2017,1,300.83,6.72397E7,305.29,6.8643627E7,-4.46,-1403927.0,4.46,1403927.0
Massachusetts,1993,2,323.04,6.1382364E7,327.5,6.2047877E7,-4.46,-665513.0,4.46,665513.0
Virginia,1999,3,284.58,4.3933759E7,289.04,4.5432337E7,-4.46,-1498578.0,4.46,1498578.0
Georgia,1996,3,369.78,1.17312459E8,374.23,1.20666141E8,-4.45,-3353682.0,4.45,3353682.0
Missouri,1996,4,349.17,7.6638901E7,353.62,8.0102534E7,-4.45,-3463633.0,4.45,3463633.0
Utah,1994,4,370.91,1.6757983E7,366.46,1.6612194E7,4.45,145789.0,4.45,145789.0
Illinois,1992,2,423.51,2.06634491E8,427.96,2.09802076E8,-4.45,-3167585.0,4.45,3167585.0
Illinois,1999,3,349.69,1.20301942E8,354.14,1.2492625E8,-4.45,-4624308.0,4.45,4624308.0
Illinois,2005,4,372.98,2.05381939E8,368.53,1.98637052E8,4.45,6744887.0,4.45,6744887.0
Nevada,1993,4,370.69,1.6378269E7,375.14,1.6131801E7,-4.45,246468.0,4.45,246468.0
Hawaii,2009,3,643.5,4.0460851E7,647.95,3.8322294E7,-4.45,2138557.0,4.45,2138557.0
Washington,1999,4,296.52,3.8599155E7,300.97,3.8778141E7,-4.45,-178986.0,4.45,178986.0
Mississippi,1999,2,326.34,3.6674428E7,330.79,3.8242827E7,-4.45,-1568399.0,4.45,1568399.0
Nebraska,1996,3,311.24,1.3143169E7,315.69,1.353434E7,-4.45,-391171.0,4.45,391171.0
Nebraska,2000,2,271.89,9436090.0,276.34,9834482.0,-4.45,-398392.0,4.45,398392.0
District of Columbia,1990,2,327.31,8960175.0,331.75,8876442.0,-4.44,83733.0,4.44,83733.0
Illinois,2018,3,328.76,2.8886982E8,324.32,2.98212602E8,4.44,-9342782.0,4.44,9342782.0
North Dakota,2001,2,259.81,4241220.0,264.25,4253585.0,-4.44,-12365.0,4.44,12365.0
Delaware,2016,3,345.34,2.4903042E7,349.77,2.4893545E7,-4.43,9497.0,4.43,9497.0
California,2001,3,389.52,2.4471694E8,393.95,2.41777453E8,-4.43,2939487.0,4.43,2939487.0
Guam,2006,3,880.94,7249907.0,885.37,7275035.0,-4.43,-25128.0,4.43,25128.0
Oregon,2012,2,330.04,1.48866991E8,334.47,1.492391E8,-4.43,-372109.0,4.43,372109.0
South Carolina,1994,2,379.74,5.500754E7,384.17,5.6606223E7,-4.43,-1598683.0,4.43,1598683.0
Montana,2006,3,335.96,1.1821242E7,340.39,1.2055705E7,-4.43,-234463.0,4.43,234463.0
Rhode Island,1998,1,299.11,9939987.0,294.68,1.0582091E7,4.43,-642104.0,4.43,642104.0
Arizona,2020,1,320.65,1.19443051E8,325.07,1.20672874E8,-4.42,-1229823.0,4.42,1229823.0
South Carolina,1997,3,325.33,4.5055182E7,329.75,4.5736534E7,-4.42,-681352.0,4.42,681352.0
West Virginia,2012,4,378.14,6.2838648E7,373.72,6.2764588E7,4.42,74060.0,4.42,74060.0
Missouri,2008,3,320.49,1.02956957E8,324.91,1.01697783E8,-4.42,1259174.0,4.42,1259174.0
Pennsylvania,1995,1,351.35,1.83817485E8,355.77,1.85936187E8,-4.42,-2118702.0,4.42,2118702.0
Kentucky,1995,1,396.79,7.5709643E7,401.21,7.5621652E7,-4.42,87991.0,4.42,87991.0
Arkansas,2015,2,343.5,7.2495905E7,347.92,7.5133301E7,-4.42,-2637396.0,4.42,2637396.0
Connecticut,1999,4,275.29,2.3242949E7,270.87,2.3297082E7,4.42,-54133.0,4.42,54133.0
Connecticut,2015,1,332.46,8.2479265E7,336.88,8.3898499E7,-4.42,-1419234.0,4.42,1419234.0
Alabama,2015,2,364.26,1.51179147E8,368.68,1.54102142E8,-4.42,-2922995.0,4.42,2922995.0
Mississippi,2006,3,332.91,5.6312259E7,337.33,5.4452688E7,-4.42,1859571.0,4.42,1859571.0
South Dakota,2008,2,375.8,1.0005482E7,380.21,9911524.0,-4.41,93958.0,4.41,93958.0
Missouri,1999,3,321.14,5.6338582E7,325.55,5.6158962E7,-4.41,179620.0,4.41,179620.0
Pennsylvania,2004,2,308.06,1.34634033E8,312.47,1.33312186E8,-4.41,1321847.0,4.41,1321847.0
Illinois,2018,2,324.32,2.98212602E8,328.73,3.04648617E8,-4.41,-6436015.0,4.41,6436015.0
Vermont,1990,1,277.29,4764836.0,281.7,4493628.0,-4.41,271208.0,4.41,271208.0
New Jersey,2006,2,312.61,6.0677071E7,317.02,6.1384787E7,-4.41,-707716.0,4.41,707716.0
North Dakota,2006,3,318.94,6102366.0,323.35,6265366.0,-4.41,-163000.0,4.41,163000.0
Michigan,2024,4,343.14,2.67954956E8,338.74,2.65285486E8,4.4,2669470.0,4.4,2669470.0
Oregon,2018,2,276.09,9.9822286E7,280.49,1.03648596E8,-4.4,-3826310.0,4.4,3826310.0
District of Columbia,2007,2,299.61,1.3424146E7,304.01,1.3481116E7,-4.4,-56970.0,4.4,56970.0
District of Columbia,2025,2,312.46,2.708233E7,316.86,2.7477373E7,-4.4,-395043.0,4.4,395043.0
Minnesota,2018,1,278.49,5.9289106E7,282.89,6.1662732E7,-4.4,-2373626.0,4.4,2373626.0
Alabama,1994,4,393.52,8.3511878E7,389.12,8.0441768E7,4.4,3070110.0,4.4,3070110.0
New Hampshire,1999,4,255.75,4669748.0,260.14,4838048.0,-4.39,-168300.0,4.39,168300.0
North Carolina,1998,3,306.75,6.6144196E7,311.14,6.8757962E7,-4.39,-2613766.0,4.39,2613766.0
West Virginia,1991,2,421.75,4.481838E7,426.14,4.4812142E7,-4.39,6238.0,4.39,6238.0
Missouri,2008,1,330.0,1.02186145E8,334.39,1.02308681E8,-4.39,-122536.0,4.39,122536.0
Montana,1990,2,406.71,8836539.0,411.1,8887107.0,-4.39,-50568.0,4.39,50568.0
Minnesota,2006,2,301.66,3.8138071E7,306.05,3.829222E7,-4.39,-154149.0,4.39,154149.0
New York,1999,1,323.9,2.44304109E8,328.29,2.4665276E8,-4.39,-2348651.0,4.39,2348651.0
Virginia,2006,1,316.62,7.1248164E7,321.01,7.2089896E7,-4.39,-841732.0,4.39,841732.0
Alaska,2012,2,579.45,2.2801263E7,583.83,2.2518283E7,-4.38,282980.0,4.38,282980.0
Arizona,2025,2,367.54,1.6341483E8,371.92,1.66985679E8,-4.38,-3570849.0,4.38,3570849.0
Guam,1996,3,819.46,4748497.0,823.84,4669523.0,-4.38,78974.0,4.38,78974.0
Hawaii,2024,4,716.45,5.9530737E7,720.83,5.9989336E7,-4.38,-458599.0,4.38,458599.0
Delaware,1995,3,386.57,7897893.0,390.94,8264809.0,-4.37,-366916.0,4.37,366916.0
North Carolina,2005,2,344.74,1.18222384E8,349.11,1.18650256E8,-4.37,-427872.0,4.37,427872.0
Guam,2024,1,882.21,1.0432599E7,886.58,1.035285E7,-4.37,79749.0,4.37,79749.0
West Virginia,1997,4,341.82,3.8660283E7,337.45,3.8388868E7,4.37,271415.0,4.37,271415.0
Utah,1996,2,360.75,1.5170184E7,365.12,1.5437247E7,-4.37,-267063.0,4.37,267063.0
Pennsylvania,1992,3,351.55,1.75797692E8,355.92,1.78378256E8,-4.37,-2580564.0,4.37,2580564.0
Pennsylvania,1994,2,345.92,1.84890813E8,350.29,1.86888787E8,-4.37,-1997974.0,4.37,1997974.0
Wisconsin,1993,1,336.71,4.2661692E7,341.08,4.2693941E7,-4.37,-32249.0,4.37,32249.0
Alabama,1999,2,352.97,5.5504248E7,357.34,5.7218206E7,-4.37,-1713958.0,4.37,1713958.0
Alabama,2015,1,368.68,1.54102142E8,373.04,1.57780827E8,-4.36,-3678685.0,4.36,3678685.0
Hawaii,1999,3,511.39,2.865839E7,515.75,2.9242734E7,-4.36,-584344.0,4.36,584344.0
Hawaii,2016,1,619.7,5.5298862E7,624.06,5.6936216E7,-4.36,-1637354.0,4.36,1637354.0
Washington,1992,3,369.26,6.6830694E7,373.62,6.7828626E7,-4.36,-997932.0,4.36,997932.0
Indiana,2007,1,349.59,8.8748906E7,353.95,8.9311385E7,-4.36,-562479.0,4.36,562479.0
Michigan,1996,2,331.97,1.33754809E8,327.62,1.42635565E8,4.35,-8880756.0,4.35,8880756.0
Utah,1999,2,344.54,1.1968107E7,348.89,1.242668E7,-4.35,-458573.0,4.35,458573.0
Kentucky,1991,3,415.8,7.7492605E7,420.15,7.8405011E7,-4.35,-912406.0,4.35,912406.0
New Mexico,2008,3,345.1,3.4796968E7,349.45,3.3857601E7,-4.35,939367.0,4.35,939367.0
New Mexico,2017,1,345.11,7.4489804E7,349.46,7.650544E7,-4.35,-2015636.0,4.35,2015636.0
Tennessee,2011,3,398.98,2.46587889E8,403.33,2.47838856E8,-4.35,-1250967.0,4.35,1250967.0
Missouri,2000,3,302.56,5.6514974E7,306.9,5.5824093E7,-4.34,690881.0,4.34,690881.0
Pennsylvania,2001,1,287.11,9.8751473E7,291.45,1.00127937E8,-4.34,-1376464.0,4.34,1376464.0
Rhode Island,2014,2,313.02,3.1644533E7,317.36,3.2126817E7,-4.34,-482284.0,4.34,482284.0
Tennessee,2019,4,323.2,1.35210314E8,318.86,1.34877156E8,4.34,333158.0,4.34,333158.0
Arkansas,2017,1,331.0,5.6701212E7,335.34,5.8882372E7,-4.34,-2181160.0,4.34,2181160.0
Nevada,2003,1,360.31,1.7141074E7,364.65,1.688078E7,-4.34,260294.0,4.34,260294.0
California,1997,2,388.22,4.01520282E8,392.55,4.21750372E8,-4.33,-2.023009E7,4.33,2.023009E7
Guam,1999,3,844.6,5354050.0,848.93,5179268.0,-4.33,174782.0,4.33,174782.0
Maryland,2003,1,319.32,3.645007E7,323.65,3.6025585E7,-4.33,424485.0,4.33,424485.0
Oklahoma,2013,3,384.77,1.1228464E8,389.1,1.11586868E8,-4.33,697772.0,4.33,697772.0
Colorado,1994,3,377.09,3.9487965E7,381.42,4.081244E7,-4.33,-1324475.0,4.33,1324475.0
Massachusetts,2013,3,320.27,1.60259257E8,324.6,1.61929189E8,-4.33,-1669932.0,4.33,1669932.0
Massachusetts,2014,3,291.31,1.39432568E8,295.64,1.44032055E8,-4.33,-4599487.0,4.33,4599487.0
West Virginia,1992,4,405.15,4.9153957E7,409.47,4.855783E7,-4.32,596127.0,4.32,596127.0
Pennsylvania,2024,4,341.43,3.72215813E8,337.11,3.69736984E8,4.32,2478829.0,4.32,2478829.0
Kentucky,2004,1,341.25,7.8387702E7,345.57,7.7342289E7,-4.32,1045413.0,4.32,1045413.0
Tennessee,2010,1,428.28,2.42859137E8,432.6,2.39306614E8,-4.32,3552523.0,4.32,3552523.0
Connecticut,2005,2,286.74,3.1038629E7,291.06,3.1051162E7,-4.32,-12533.0,4.32,12533.0
New York,1992,2,357.48,3.09821213E8,353.16,3.00293276E8,4.32,9527937.0,4.32,9527937.0
Oklahoma,1998,3,316.19,3.7039041E7,320.51,3.7356063E7,-4.32,-317022.0,4.32,317022.0
Maine,2006,3,276.56,2.2510996E7,280.88,2.2927061E7,-4.32,-416065.0,4.32,416065.0
Maine,2016,3,286.99,2.7824099E7,291.31,2.8656056E7,-4.32,-831957.0,4.32,831957.0
North Carolina,2005,3,340.43,1.20510526E8,344.74,1.18222384E8,-4.31,2288142.0,4.31,2288142.0
West Virginia,2017,1,312.73,5.4055108E7,317.04,5.5069034E7,-4.31,-1013926.0,4.31,1013926.0
Kentucky,1997,1,367.26,6.5465292E7,371.57,6.6809451E7,-4.31,-1344159.0,4.31,1344159.0
Minnesota,2013,1,327.42,8.9659027E7,331.73,8.9818177E7,-4.31,-159150.0,4.31,159150.0
Wisconsin,2002,1,285.27,3.003486E7,289.58,2.9280965E7,-4.31,753895.0,4.31,753895.0
Indiana,2004,1,352.87,7.8875808E7,357.18,7.7508901E7,-4.31,1366907.0,4.31,1366907.0
Missouri,2010,2,411.78,1.69072705E8,416.08,1.6900264E8,-4.3,70065.0,4.3,70065.0
Vermont,2001,1,251.83,4845791.0,256.13,4859120.0,-4.3,-13329.0,4.3,13329.0
New Jersey,1993,3,393.04,8.7409014E7,397.34,8.8279016E7,-4.3,-870002.0,4.3,870002.0
South Dakota,2003,4,371.77,7695262.0,367.48,7472804.0,4.29,222458.0,4.29,222458.0
Utah,2003,3,371.28,1.6176383E7,366.99,1.543405E7,4.29,742333.0,4.29,742333.0
Kentucky,2016,1,350.06,1.09856169E8,345.77,1.16880478E8,4.29,-7024309.0,4.29,7024309.0
Rhode Island,1996,3,317.73,1.2414051E7,322.02,1.2763744E7,-4.29,-349693.0,4.29,349693.0
Rhode Island,1998,3,283.91,8000446.0,288.2,9306719.0,-4.29,-1306273.0,4.29,1306273.0
Illinois,2013,1,390.93,3.9703973E8,395.22,3.97152661E8,-4.29,-112931.0,4.29,112931.0
New York,2017,1,327.95,5.31222011E8,332.24,5.39172293E8,-4.29,-7950282.0,4.29,7950282.0
Maine,1996,4,309.35,1.8439763E7,313.64,1.9036403E7,-4.29,-596640.0,4.29,596640.0
North Dakota,2008,1,345.72,7544048.0,350.01,7497561.0,-4.29,46487.0,4.29,46487.0
Louisiana,2018,1,348.44,1.41313226E8,352.72,1.45143278E8,-4.28,-3830052.0,4.28,3830052.0
Montana,2018,2,303.15,1.6923957E7,307.43,1.7579751E7,-4.28,-655794.0,4.28,655794.0
Florida,1990,2,411.28,1.27468992E8,415.56,1.26510915E8,-4.28,958077.0,4.28,958077.0
Arkansas,2016,4,335.34,5.8882372E7,339.62,5.9802894E7,-4.28,-920522.0,4.28,920522.0
New York,1994,1,357.26,3.56744334E8,361.54,3.54004754E8,-4.28,2739580.0,4.28,2739580.0
Nevada,2008,1,318.51,2.0811047E7,322.79,2.0229842E7,-4.28,581205.0,4.28,581205.0
Alaska,2018,1,495.83,2.0300904E7,500.1,2.1841628E7,-4.27,-1540724.0,4.27,1540724.0
Texas,2003,4,391.96,3.26504395E8,387.69,3.08659437E8,4.27,1.7844958E7,4.27,1.7844958E7
Michigan,2004,1,315.24,1.25879496E8,319.51,1.24360037E8,-4.27,1519459.0,4.27,1519459.0
West Virginia,2024,4,332.08,4.8512032E7,327.81,4.8481592E7,4.27,30440.0,4.27,30440.0
Idaho,2015,3,368.49,3.0136045E7,372.76,3.1117258E7,-4.27,-981213.0,4.27,981213.0
Nevada,2025,2,317.58,8.6103005E7,321.85,8.7483686E7,-4.27,-1380681.0,4.27,1380681.0
North Dakota,2005,1,337.27,6504204.0,333.0,6132750.0,4.27,371454.0,4.27,371454.0
Virginia,2000,4,275.33,4.1094194E7,271.06,4.0185768E7,4.27,908426.0,4.27,908426.0
Georgia,2010,2,464.82,3.22731482E8,469.08,3.13223823E8,-4.26,9507659.0,4.26,9507659.0
Missouri,2009,3,425.0,1.62563716E8,429.26,1.57598989E8,-4.26,4964727.0,4.26,4964727.0
District of Columbia,2001,2,319.34,1.0502923E7,323.6,1.0730012E7,-4.26,-227089.0,4.26,227089.0
District of Columbia,2012,2,340.11,2.7009243E7,344.37,2.7353917E7,-4.26,-344674.0,4.26,344674.0
New Mexico,1996,4,389.3,3.2186822E7,393.56,3.356439E7,-4.26,-1377568.0,4.26,1377568.0
New Mexico,2023,3,362.38,9.0445076E7,366.64,9.1980319E7,-4.26,-1535243.0,4.26,1535243.0
Idaho,2003,3,346.31,1.164477E7,350.57,1.1727242E7,-4.26,-82472.0,4.26,82472.0
North Dakota,1998,3,293.59,4052963.0,297.85,4211874.0,-4.26,-158911.0,4.26,158911.0
Mississippi,2018,2,314.21,7.1930761E7,318.47,7.4569695E7,-4.26,-2638934.0,4.26,2638934.0
North Carolina,1994,2,345.52,8.9695724E7,349.77,9.1671417E7,-4.25,-1975693.0,4.25,1975693.0
California,2004,2,387.37,2.89982629E8,391.62,2.81099959E8,-4.25,8882670.0,4.25,8882670.0
Wisconsin,2013,3,329.6,1.38892629E8,333.85,1.40114192E8,-4.25,-1221563.0,4.25,1221563.0
Alabama,2016,2,352.79,1.35971008E8,357.04,1.4704771E8,-4.25,-1.1076702E7,4.25,1.1076702E7
Maine,2009,3,393.18,4.1692625E7,397.43,4.0761658E7,-4.25,930967.0,4.25,930967.0
North Dakota,2000,3,290.46,3898896.0,294.7,4033356.0,-4.24,-134460.0,4.24,134460.0
South Carolina,2003,4,355.39,7.2103001E7,351.16,6.8441777E7,4.23,3661224.0,4.23,3661224.0
Montana,1996,2,356.59,1.0248441E7,360.82,1.0816335E7,-4.23,-567894.0,4.23,567894.0
Tennessee,2011,4,394.75,2.45913692E8,398.98,2.46587889E8,-4.23,-674197.0,4.23,674197.0
Connecticut,1999,1,281.61,2.5005373E7,285.84,2.5617648E7,-4.23,-612275.0,4.23,612275.0
Minnesota,2018,4,265.37,5.5751193E7,269.6,5.73363E7,-4.23,-1585107.0,4.23,1585107.0
Oklahoma,2008,2,344.86,6.0365187E7,349.09,6.1499284E7,-4.23,-1134097.0,4.23,1134097.0
Oklahoma,2018,4,334.68,8.9905999E7,330.45,8.8620155E7,4.23,1285844.0,4.23,1285844.0
Massachusetts,1999,1,278.23,3.4360619E7,282.46,3.5454082E7,-4.23,-1093463.0,4.23,1093463.0
Kansas,2010,1,407.66,4.8990025E7,411.88,4.7529004E7,-4.22,1461021.0,4.22,1461021.0
New Hampshire,2016,1,279.54,1.3613389E7,283.76,1.3868942E7,-4.22,-255553.0,4.22,255553.0
Georgia,2014,2,367.62,3.22123377E8,363.4,3.12991593E8,4.22,9131784.0,4.22,9131784.0
New Mexico,1991,1,467.2,3.005887E7,471.42,2.7406488E7,-4.22,2652382.0,4.22,2652382.0
Idaho,2015,2,372.76,3.1117258E7,376.98,3.2005721E7,-4.22,-888463.0,4.22,888463.0
Washington,1993,3,360.66,6.8450018E7,356.44,7.0022215E7,4.22,-1572197.0,4.22,1572197.0
Washington,2015,1,310.17,1.78899936E8,305.95,1.76769649E8,4.22,2130287.0,4.22,2130287.0
Nebraska,1997,2,298.77,1.1992846E7,302.99,1.2491303E7,-4.22,-498457.0,4.22,498457.0
Delaware,2001,1,361.42,4951790.0,365.63,4797800.0,-4.21,153990.0,4.21,153990.0
South Dakota,2017,1,378.0,1.5778095E7,382.21,1.6013647E7,-4.21,-235552.0,4.21,235552.0
Georgia,2003,1,363.89,1.13313833E8,368.1,1.10909274E8,-4.21,2404559.0,4.21,2404559.0
Montana,1993,2,374.13,1.040282E7,378.34,1.0560033E7,-4.21,-157213.0,4.21,157213.0
Minnesota,1992,3,348.45,4.5072323E7,352.66,4.6007414E7,-4.21,-935091.0,4.21,935091.0
Wyoming,2016,1,386.45,5643446.0,382.25,5370868.0,4.2,272578.0,4.2,272578.0
Michigan,2024,2,338.08,2.60945543E8,333.88,2.66040575E8,4.2,-5095032.0,4.2,5095032.0
Florida,2003,1,279.12,1.39893541E8,283.32,1.43513858E8,-4.2,-3620317.0,4.2,3620317.0
Connecticut,1993,2,287.88,2.6884057E7,292.08,2.7063875E7,-4.2,-179818.0,4.2,179818.0
Idaho,2024,2,370.57,2.4578466E7,374.77,2.4435336E7,-4.2,143130.0,4.2,143130.0
Maine,2025,2,299.91,2.913512E7,295.71,2.9303528E7,4.2,-168408.0,4.2,168408.0
North Dakota,2002,3,295.48,4734564.0,299.68,4818733.0,-4.2,-84169.0,4.2,84169.0
South Dakota,1993,1,405.44,8270983.0,409.63,8055468.0,-4.19,215515.0,4.19,215515.0
Georgia,1996,4,365.59,1.13253845E8,369.78,1.17312459E8,-4.19,-4058614.0,4.19,4058614.0
Utah,2004,3,361.63,1.7988077E7,365.82,1.8030674E7,-4.19,-42597.0,4.19,42597.0
Montana,1994,2,371.49,1.0604195E7,375.68,1.0648768E7,-4.19,-44573.0,4.19,44573.0
Arkansas,2003,1,361.87,4.4554024E7,366.06,4.3817902E7,-4.19,736122.0,4.19,736122.0
Oklahoma,2018,2,332.04,8.8397121E7,336.23,9.0153436E7,-4.19,-1756315.0,4.19,1756315.0
South Carolina,1993,4,390.3,5.7260796E7,386.12,5.5887075E7,4.18,1373721.0,4.18,1373721.0
New Mexico,1990,1,479.16,2.5586871E7,483.34,2.455685E7,-4.18,1030021.0,4.18,1030021.0
Indiana,2002,2,359.38,6.2500719E7,363.56,6.2079841E7,-4.18,420878.0,4.18,420878.0
New York,2005,3,325.31,2.95428389E8,321.14,2.96754931E8,4.17,-1326542.0,4.17,1326542.0
Vermont,2013,1,336.2,1.774952E7,340.37,1.7583572E7,-4.17,165948.0,4.17,165948.0
Wyoming,2013,3,407.98,6452060.0,412.14,6675120.0,-4.16,-223060.0,4.16,223060.0
South Dakota,2018,3,348.34,1.358158E7,352.5,1.4028366E7,-4.16,-446786.0,4.16,446786.0
South Carolina,2010,4,428.06,1.64569855E8,432.22,1.62797619E8,-4.16,1772236.0,4.16,1772236.0
Missouri,2012,4,384.15,1.69592126E8,388.31,1.7059422E8,-4.16,-1002094.0,4.16,1002094.0
Tennessee,1989,1,363.16,7.1035251E7,367.32,6.9560402E7,-4.16,1474849.0,4.16,1474849.0
Tennessee,2007,3,340.26,1.33645192E8,336.1,1.29476224E8,4.16,4168968.0,4.16,4168968.0
Idaho,2010,2,473.49,3.8791323E7,477.65,3.6695553E7,-4.16,2095770.0,4.16,2095770.0
Wyoming,2018,1,341.61,4588718.0,345.76,4636112.0,-4.15,-47394.0,4.15,47394.0
Delaware,2015,4,354.55,2.5066552E7,358.7,2.5490785E7,-4.15,-424233.0,4.15,424233.0
